ID_PUBLICACION_PROPUESTA,TIPO_PROPUESTO,SUBTIPO_PROPUESTO
PUB-000305,Artículo,Artículo científico
PUB-000306,Artículo,Artículo científico
PUB-000307,Tesis,Tesis de pregrado
PUB-000308,Artículo,Artículo científico
PUB-000309,Artículo,Artículo científico
PUB-000310,Tesis,Tesis doctoral
PUB-000311,Artículo,Artículo científico
PUB-000312,Artículo,Artículo científico
PUB-000313,Artículo,Artículo científico
PUB-000314,Artículo,Artículo científico
PUB-000315,Artículo,Artículo científico
PUB-000316,Tesis,Tesis de pregrado
PUB-000317,Artículo,Artículo científico
PUB-000318,Tesis,Tesis de pregrado
PUB-000319,Artículo,Artículo científico
PUB-000320,Artículo,Artículo científico
PUB-000321,Artículo,Artículo científico
PUB-000322,Artículo,Artículo científico
PUB-000323,Tesis,Tesis doctoral
PUB-000324,Tesis,Tesis doctoral
PUB-000325,Tesis,Tesis de pregrado
PUB-000326,Artículo,Artículo científico
PUB-000327,Tesis,Tesis de pregrado
PUB-000328,Tesis,Tesis doctoral
PUB-000329,Tesis,Tesis de pregrado
PUB-000330,Tesis,Tesis de pregrado
PUB-000331,Artículo,Artículo científico
PUB-000332,Artículo,Artículo científico
PUB-000333,Tesis,Tesis de pregrado
PUB-000334,Artículo,Artículo científico
PUB-000335,Artículo,Artículo científico
PUB-000336,Artículo,Artículo científico
PUB-000337,Artículo,Artículo científico
PUB-000338,Artículo,Artículo científico
PUB-000339,Artículo,Artículo científico
PUB-000340,Artículo,Artículo científico
PUB-000341,Artículo,Artículo científico
PUB-000342,Artículo,Artículo científico
PUB-000343,Tesis,Tesis de nivel no especificado
PUB-000344,Artículo,Artículo científico
PUB-000345,Artículo,Artículo científico
PUB-000346,Artículo,Artículo científico
PUB-000347,Artículo,Artículo científico
PUB-000348,Tesis,Tesis de nivel no especificado
PUB-000349,Artículo,Artículo científico
PUB-000350,Artículo,Artículo científico
PUB-000351,Artículo,Artículo científico
PUB-000352,Artículo,Artículo científico
PUB-000353,Tesis,Tesis de nivel no especificado
PUB-000354,Artículo,Artículo científico
PUB-000355,Artículo,Artículo científico
PUB-000356,Artículo,Artículo científico
PUB-000357,Tesis,Tesis de nivel no especificado
PUB-000358,Tesis,Tesis de nivel no especificado
PUB-000359,Artículo,Artículo científico
PUB-000360,Artículo,Artículo científico
PUB-000361,Artículo,Artículo científico
PUB-000362,Artículo,Artículo científico
PUB-000363,Artículo,Artículo científico
PUB-000364,Artículo,Artículo científico
PUB-000365,Artículo,Artículo científico
PUB-000366,Artículo,Artículo científico
PUB-000367,Artículo,Artículo científico
PUB-000368,Artículo,Artículo científico
PUB-000369,Tesis,Tesis de nivel no especificado
PUB-000370,Tesis,Tesis de nivel no especificado
PUB-000371,Artículo,Artículo científico
PUB-000372,Artículo,Artículo científico
PUB-000373,Artículo,Artículo científico
PUB-000374,Tesis,Tesis de pregrado
PUB-000375,Artículo,Artículo científico
PUB-000376,Tesis,Tesis de nivel no especificado
PUB-000377,Tesis,Tesis de pregrado
PUB-000378,Artículo,Artículo científico
PUB-000379,Tesis,Tesis de pregrado
PUB-000380,Tesis,Tesis de pregrado
PUB-000381,Artículo,Artículo científico
PUB-000382,Tesis,Tesis de posgrado no especificada
PUB-000383,Tesis,Tesis de nivel no especificado
PUB-000384,Tesis,Tesis de pregrado
PUB-000385,Tesis,Tesis de nivel no especificado
PUB-000386,Artículo,Artículo científico
PUB-000387,Tesis,Tesis de nivel no especificado
PUB-000388,Artículo,Artículo científico
PUB-000389,Artículo,Artículo científico
PUB-000390,Tesis,Tesis de nivel no especificado
PUB-000391,Artículo,Artículo científico
PUB-000392,Tesis,Tesis de nivel no especificado
PUB-000393,Tesis,Tesis de pregrado
PUB-000394,Artículo,Artículo científico
PUB-000395,Tesis,Tesis de nivel no especificado
PUB-000396,Tesis,Tesis de nivel no especificado
PUB-000397,Tesis,Tesis de nivel no especificado
PUB-000398,Tesis,Tesis de nivel no especificado
PUB-000399,Artículo,Artículo científico
PUB-000400,Tesis,Tesis de nivel no especificado
PUB-000401,Tesis,Tesis de nivel no especificado
PUB-000402,Tesis,Tesis de posgrado no especificada
PUB-000403,Artículo,Artículo científico
PUB-000404,Tesis,Tesis de nivel no especificado
PUB-000405,Tesis,Tesis de pregrado
PUB-000406,Artículo,Artículo científico
PUB-000407,Tesis,Tesis de pregrado
PUB-000408,Artículo,Artículo científico
PUB-000409,Artículo,Artículo científico
PUB-000410,Tesis,Tesis de nivel no especificado
PUB-000411,Tesis,Tesis de nivel no especificado
PUB-000412,Tesis,Tesis de nivel no especificado
PUB-000413,Tesis,Tesis de nivel no especificado
PUB-000414,Tesis,Tesis de nivel no especificado
PUB-000415,Tesis,Tesis de nivel no especificado
PUB-000416,Tesis,Tesis de nivel no especificado
PUB-000417,Tesis,Tesis de nivel no especificado
PUB-000418,Tesis,Tesis de nivel no especificado
PUB-000419,Tesis,Tesis de pregrado
PUB-000420,Tesis,Tesis de nivel no especificado
PUB-000421,Tesis,Tesis de pregrado
PUB-000422,Tesis,Tesis de nivel no especificado
PUB-000423,Artículo,Artículo científico
PUB-000424,Tesis,Tesis de pregrado
PUB-000425,Tesis,Tesis de nivel no especificado
PUB-000426,Artículo,Artículo científico
PUB-000427,Artículo,Artículo científico
PUB-000428,Artículo,Artículo científico
PUB-000429,Tesis,Tesis de pregrado
PUB-000430,Tesis,Tesis de nivel no especificado
PUB-000431,Tesis,Tesis de nivel no especificado
PUB-000432,Artículo,Artículo científico
PUB-000433,Tesis,Tesis de nivel no especificado
PUB-000434,Tesis,Tesis de nivel no especificado
PUB-000435,Tesis,Tesis de pregrado
PUB-000436,Tesis,Tesis de nivel no especificado
PUB-000437,Artículo,Artículo científico
PUB-000438,Tesis,Tesis de nivel no especificado
PUB-000439,Tesis,Tesis de nivel no especificado
PUB-000440,Tesis,Tesis de nivel no especificado
PUB-000441,Artículo,Artículo científico
PUB-000442,Artículo,Artículo científico
PUB-000443,Tesis,Tesis de nivel no especificado
PUB-000444,Artículo,Artículo científico
PUB-000445,Artículo,Artículo científico
PUB-000446,Artículo,Artículo científico
PUB-000447,Tesis,Tesis de nivel no especificado
PUB-000448,Tesis,Tesis de nivel no especificado
PUB-000449,Tesis,Tesis de nivel no especificado
PUB-000450,Tesis,Tesis de nivel no especificado
PUB-000451,Tesis,Tesis de nivel no especificado
PUB-000452,Artículo,Artículo científico
PUB-000453,Tesis,Tesis de nivel no especificado
PUB-000454,Tesis,Tesis de posgrado no especificada
PUB-000455,Artículo,Artículo científico
PUB-000456,Tesis,Tesis de nivel no especificado
PUB-000457,Artículo,Artículo científico
PUB-000458,Tesis,Tesis de posgrado no especificada
PUB-000459,Tesis,Tesis de nivel no especificado
PUB-000460,Tesis,Tesis de nivel no especificado
PUB-000461,Artículo,Artículo científico
PUB-000462,Tesis,Tesis de nivel no especificado
PUB-000463,Tesis,Tesis de nivel no especificado
PUB-000464,Tesis,Tesis de nivel no especificado
PUB-000465,Artículo,Artículo científico
PUB-000466,Tesis,Tesis de nivel no especificado
PUB-000467,Tesis,Tesis de nivel no especificado
PUB-000468,Artículo,Artículo científico
PUB-000469,Tesis,Tesis de nivel no especificado
PUB-000470,Tesis,Tesis de pregrado
PUB-000471,Tesis,Tesis de nivel no especificado
PUB-000472,Tesis,Tesis de nivel no especificado
PUB-000473,Tesis,Tesis de nivel no especificado
PUB-000474,Tesis,Tesis de nivel no especificado
PUB-000475,Tesis,Tesis de pregrado
PUB-000476,Tesis,Tesis de nivel no especificado
PUB-000477,Tesis,Tesis de posgrado no especificada
PUB-000478,Tesis,Tesis de nivel no especificado
PUB-000479,Tesis,Tesis de pregrado
PUB-000480,Tesis,Tesis de nivel no especificado
PUB-000481,Artículo,Artículo científico
PUB-000482,Artículo,Artículo científico
PUB-000483,Tesis,Tesis de pregrado
PUB-000484,Tesis,Tesis de posgrado no especificada
PUB-000485,Tesis,Tesis de pregrado
PUB-000486,Tesis,Tesis de nivel no especificado
PUB-000487,Tesis,Tesis de posgrado no especificada
PUB-000488,Tesis,Tesis de posgrado no especificada
PUB-000489,Artículo,Artículo científico
PUB-000490,Tesis,Tesis de nivel no especificado
PUB-000491,Tesis,Tesis de nivel no especificado
PUB-000492,Tesis,Tesis de nivel no especificado
PUB-000493,Tesis,Tesis de nivel no especificado
PUB-000494,Tesis,Tesis de nivel no especificado
PUB-000495,Tesis,Tesis de pregrado
PUB-000496,Tesis,Tesis de pregrado
PUB-000497,Tesis,Tesis de pregrado
PUB-000498,Tesis,Tesis de pregrado
PUB-000499,Tesis,Tesis de nivel no especificado
PUB-000500,Tesis,Tesis de nivel no especificado
PUB-000501,Tesis,Tesis de nivel no especificado
PUB-000502,Tesis,Tesis de nivel no especificado
PUB-000503,Tesis,Tesis de pregrado
PUB-000504,Tesis,Tesis de pregrado
PUB-000505,Tesis,Tesis de pregrado
PUB-000506,Artículo,Artículo científico
PUB-000507,Tesis,Tesis de nivel no especificado
PUB-000508,Tesis,Tesis de pregrado
PUB-000509,Artículo,Artículo científico
PUB-000510,Tesis,Tesis de nivel no especificado
PUB-000511,Tesis,Tesis de nivel no especificado
PUB-000512,Tesis,Tesis de pregrado
PUB-000513,Artículo,Artículo científico
PUB-000514,Artículo,Artículo científico
PUB-000515,Tesis,Tesis de nivel no especificado
PUB-000516,Artículo,Artículo científico
PUB-000517,Tesis,Tesis de pregrado
PUB-000518,Tesis,Tesis de posgrado no especificada
PUB-000519,Tesis,Tesis de pregrado
PUB-000520,Artículo,Artículo científico
PUB-000521,Tesis,Tesis de nivel no especificado
PUB-000522,Artículo,Artículo científico
PUB-000523,Tesis,Tesis de nivel no especificado
PUB-000524,Tesis,Tesis de nivel no especificado
PUB-000525,Tesis,Tesis de nivel no especificado
PUB-000526,Tesis,Tesis de pregrado
PUB-000527,Tesis,Tesis de pregrado
PUB-000528,Artículo,Artículo científico
PUB-000529,Artículo,Artículo científico
PUB-000530,Artículo,Artículo científico
PUB-000531,Artículo,Artículo científico
PUB-000532,Tesis,Tesis de pregrado
PUB-000533,Tesis,Tesis de nivel no especificado
PUB-000534,Tesis,Tesis de pregrado
PUB-000535,Tesis,Tesis de nivel no especificado
PUB-000536,Tesis,Tesis de pregrado
PUB-000537,Tesis,Tesis de posgrado no especificada
PUB-000538,Artículo,Artículo científico
PUB-000539,Tesis,Tesis de pregrado
PUB-000540,Tesis,Tesis de pregrado
PUB-000541,Tesis,Tesis de nivel no especificado
PUB-000542,Artículo,Artículo científico
PUB-000543,Tesis,Tesis de nivel no especificado
PUB-000544,Artículo,Artículo científico
PUB-000545,Tesis,Tesis de nivel no especificado
PUB-000546,Tesis,Tesis de nivel no especificado
PUB-000547,Tesis,Tesis de nivel no especificado
PUB-000548,Tesis,Tesis de nivel no especificado
PUB-000549,Artículo,Artículo científico
PUB-000550,Artículo,Artículo científico
PUB-000551,Artículo,Artículo científico
PUB-000552,Tesis,Tesis de nivel no especificado
PUB-000553,Artículo,Artículo científico
PUB-000554,Artículo,Artículo científico
PUB-000555,Artículo,Artículo científico
PUB-000556,Tesis,Tesis de nivel no especificado
PUB-000557,Artículo,Artículo científico
PUB-000558,Artículo,Artículo científico
PUB-000559,Tesis,Tesis de nivel no especificado
PUB-000560,Artículo,Artículo científico
PUB-000561,Tesis,Tesis de nivel no especificado
PUB-000562,Artículo,Artículo científico
PUB-000563,Tesis,Tesis de nivel no especificado
PUB-000564,Tesis,Tesis de pregrado
PUB-000565,Artículo,Artículo científico
PUB-000566,Tesis,Tesis de pregrado
PUB-000567,Tesis,Tesis de nivel no especificado
PUB-000568,Artículo,Artículo científico
PUB-000569,Tesis,Tesis de nivel no especificado
PUB-000570,Tesis,Tesis de nivel no especificado
PUB-000571,Tesis,Tesis de nivel no especificado
PUB-000572,Artículo,Artículo científico
PUB-000573,Tesis,Tesis de nivel no especificado
PUB-000574,Tesis,Tesis de nivel no especificado
PUB-000575,Tesis,Tesis de nivel no especificado
PUB-000576,Tesis,Tesis de nivel no especificado
PUB-000577,Artículo,Artículo científico
PUB-000578,Tesis,Tesis de nivel no especificado
PUB-000579,Tesis,Tesis de nivel no especificado
PUB-000580,Tesis,Tesis de nivel no especificado
PUB-000581,Tesis,Tesis de nivel no especificado
PUB-000582,Artículo,Artículo científico
PUB-000583,Artículo,Artículo científico
PUB-000584,Tesis,Tesis de nivel no especificado
PUB-000585,Artículo,Artículo científico
PUB-000586,Artículo,Artículo científico
PUB-000587,Tesis,Tesis de nivel no especificado
PUB-000588,Tesis,Tesis de nivel no especificado
PUB-000589,Tesis,Tesis de nivel no especificado
PUB-000590,Tesis,Tesis de posgrado no especificada
PUB-000591,Artículo,Artículo científico
PUB-000592,Tesis,Tesis de nivel no especificado
PUB-000593,Tesis,Tesis de nivel no especificado
PUB-000594,Tesis,Tesis de nivel no especificado
PUB-000595,Artículo,Artículo científico
PUB-000596,Artículo,Artículo científico
PUB-000597,Tesis,Tesis de nivel no especificado
PUB-000598,Tesis,Tesis de nivel no especificado
PUB-000599,Tesis,Tesis de nivel no especificado
PUB-000600,Tesis,Tesis de nivel no especificado
PUB-000601,Artículo,Artículo científico
PUB-000602,Artículo,Artículo científico
PUB-000603,Tesis,Tesis de nivel no especificado
PUB-000604,Artículo,Artículo científico
PUB-000605,Tesis,Tesis de nivel no especificado
PUB-000606,Tesis,Tesis de nivel no especificado
PUB-000607,Tesis,Tesis de nivel no especificado
PUB-000608,Tesis,Tesis de nivel no especificado
PUB-000609,Tesis,Tesis de nivel no especificado
PUB-000610,Tesis,Tesis de nivel no especificado
PUB-000611,Tesis,Tesis de nivel no especificado
PUB-000612,Tesis,Tesis de nivel no especificado
PUB-000613,Tesis,Tesis de nivel no especificado
PUB-000614,Tesis,Tesis de nivel no especificado
PUB-000615,Tesis,Tesis de nivel no especificado
PUB-000616,Artículo,Artículo científico
PUB-000617,Tesis,Tesis de nivel no especificado
PUB-000618,Tesis,Tesis de nivel no especificado
PUB-000619,Tesis,Tesis de nivel no especificado
PUB-000620,Tesis,Tesis de pregrado
PUB-000621,Artículo,Artículo científico
PUB-000622,Tesis,Tesis de pregrado
PUB-000623,Tesis,Tesis de pregrado
PUB-000624,Tesis,Tesis de pregrado
PUB-000625,Tesis,Tesis de pregrado
PUB-000626,Tesis,Tesis de pregrado
PUB-000627,Tesis,Tesis de pregrado
PUB-000628,Tesis,Tesis doctoral
PUB-000629,Tesis,Tesis de pregrado
PUB-000630,Artículo,Artículo científico
PUB-000631,Tesis,Tesis de pregrado
PUB-000632,Tesis,Tesis de pregrado
PUB-000633,Tesis,Tesis de pregrado
PUB-000634,Tesis,Tesis de pregrado
PUB-000635,Tesis,Tesis de pregrado
PUB-000636,Tesis,Tesis de pregrado
PUB-000637,Tesis,Tesis de pregrado
PUB-000638,Tesis,Tesis de pregrado
PUB-000639,Tesis,Tesis de pregrado
PUB-000640,Tesis,Tesis de pregrado
PUB-000641,Tesis,Tesis de pregrado
PUB-000642,Tesis,Tesis de pregrado
PUB-000643,Tesis,Tesis de pregrado
PUB-000644,Tesis,Tesis de pregrado
PUB-000645,Tesis,Tesis de pregrado
PUB-000646,Tesis,Tesis de pregrado
PUB-000647,Tesis,Tesis de pregrado
PUB-000648,Tesis,Tesis de pregrado
PUB-000649,Tesis,Tesis de pregrado
PUB-000650,Tesis,Tesis de pregrado
PUB-000651,Tesis,Tesis de pregrado
PUB-000652,Tesis,Tesis de pregrado
PUB-000653,Tesis,Tesis de pregrado
PUB-000654,Tesis,Tesis de pregrado
PUB-000655,Artículo,Artículo científico
PUB-000656,Tesis,Tesis de pregrado
PUB-000657,Tesis,Tesis de pregrado
PUB-000658,Tesis,Tesis de pregrado
PUB-000659,Tesis,Tesis de pregrado
PUB-000660,Tesis,Tesis de pregrado
PUB-000661,Tesis,Tesis de pregrado
PUB-000662,Tesis,Tesis de pregrado
PUB-000663,Tesis,Tesis de pregrado
PUB-000664,Tesis,Tesis de pregrado
PUB-000665,Tesis,Tesis de pregrado
PUB-000666,Tesis,Tesis de pregrado
PUB-000667,Artículo,Artículo científico
PUB-000668,Tesis,Tesis de pregrado
PUB-000669,Tesis,Tesis de pregrado
PUB-000670,Artículo,Artículo científico
PUB-000671,Tesis,Tesis de pregrado
PUB-000672,Tesis,Tesis de pregrado
PUB-000673,Tesis,Tesis de pregrado
PUB-000674,Tesis,Tesis de pregrado
PUB-000675,Tesis,Tesis de pregrado
PUB-000676,Tesis,Tesis de pregrado
PUB-000677,Tesis,Tesis de pregrado
PUB-000678,Tesis,Tesis de pregrado
PUB-000679,Tesis,Tesis de pregrado
PUB-000680,Tesis,Tesis de pregrado
PUB-000681,Tesis,Tesis de pregrado
PUB-000682,Tesis,Tesis de pregrado
PUB-000683,Artículo,Artículo científico
PUB-000684,Tesis,Tesis de pregrado
PUB-000685,Tesis,Tesis de pregrado
PUB-000686,Tesis,Tesis de pregrado
PUB-000687,Tesis,Tesis de pregrado
PUB-000688,Tesis,Tesis de pregrado
PUB-000689,Tesis,Tesis de pregrado
PUB-000690,Tesis,Tesis de pregrado
PUB-000691,Tesis,Tesis de pregrado
PUB-000692,Tesis,Tesis de pregrado
PUB-000693,Tesis,Tesis de pregrado
PUB-000694,Tesis,Tesis de pregrado
PUB-000695,Tesis,Tesis de pregrado
PUB-000696,Artículo,Artículo científico
PUB-000697,Tesis,Tesis de pregrado
PUB-000698,Tesis,Tesis de pregrado
PUB-000699,Tesis,Tesis de pregrado
PUB-000700,Tesis,Tesis de pregrado
PUB-000701,Tesis,Tesis de pregrado
PUB-000702,Tesis,Tesis de pregrado
PUB-000703,Tesis,Tesis de pregrado
PUB-000704,Tesis,Tesis de pregrado
PUB-000705,Tesis,Tesis de pregrado
PUB-000706,Tesis,Tesis de pregrado
PUB-000707,Tesis,Tesis de pregrado
PUB-000708,Tesis,Tesis de pregrado
PUB-000709,Tesis,Tesis de pregrado
PUB-000710,Artículo,Artículo científico
PUB-000711,Tesis,Tesis de pregrado
PUB-000712,Tesis,Tesis de pregrado
PUB-000713,Tesis,Tesis de pregrado
PUB-000714,Tesis,Tesis de pregrado
PUB-000715,Tesis,Tesis de pregrado
PUB-000716,Tesis,Tesis de pregrado
PUB-000717,Artículo,Artículo científico
PUB-000718,Tesis,Tesis de pregrado
PUB-000719,Tesis,Tesis de pregrado
PUB-000720,Tesis,Tesis de pregrado
PUB-000721,Tesis,Tesis de pregrado
PUB-000722,Artículo,Artículo científico
PUB-000723,Tesis,Tesis de pregrado
PUB-000724,Tesis,Tesis de pregrado
PUB-000725,Tesis,Tesis de pregrado
PUB-000726,Artículo,Artículo científico
PUB-000727,Tesis,Tesis de pregrado
PUB-000728,Artículo,Artículo científico
PUB-000729,Tesis,Tesis de pregrado
